tutorial_id,tutorial_title,file,track,rank,domain,root,spec_path,difficulty,score,confidence,evidence_terms,source_line
hla-antigens-and-alleles,HLA Antigens and Alleles,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,4,CP,Blood Banking/Transfusion Medicine,"Blood Banking/Transfusion Medicine > Cell and Tissue Therapy > Major Histocompatibility Complex > Identification of HLA Antigens, Antibodies, and Alleles > Crossmatching",F,1.1626,high,crossmatching; blood; banking; transfusion; cell; complex; identification; hla; human; leukocyte; antigen; antibodie; allele,304
hla-antigens-and-alleles,HLA Antigens and Alleles,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,5,CP,Chemical Pathology,Chemical Pathology > Kidney Disease > Acute Kidney Injury > Polycystic Kidney Disease,C,1.0015,high,polycystic; kidney; acute,1928
hla-antigens-and-alleles,HLA Antigens and Alleles,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,6,AP,Genitourinary,"The Genitourinary System > Kidney > Medical Kidney Disease > Renal transplantation, donor assessment",AR,0.9978,high,renal; transplantation; donor; assessment; system; kidney,655
tissue-banking-allografts-donation-suitability,"Tissue Banking (Allografts, Donation, Suitability)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,1,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Cell and Tissue Therapy > Tissue Banking,,1.3683,high,tissue; banking; blood; transfusion; cell,311
tissue-banking-allografts-donation-suitability,"Tissue Banking (Allografts, Donation, Suitability)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,2,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Cell and Tissue Therapy > Transfusion Service Support of Tissue Transplantation > Tissue Donation,F,1.3401,high,tissue; donation; blood; banking; transfusion; cell; support; transplantation,317
tissue-banking-allografts-donation-suitability,"Tissue Banking (Allografts, Donation, Suitability)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,3,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Surgery Patients > Special Needs > Irradiation,AR,1.2218,high,irradiation; blood; banking; transfusion; surgery; special,1105
tissue-banking-allografts-donation-suitability,"Tissue Banking (Allografts, Donation, Suitability)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,4,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Blood Bank/Transfusion Medicine-Specific Administration and Laboratory Management > Tissue Banking,F,1.2071,high,tissue; banking; blood; transfusion; bank,1349
tissue-banking-allografts-donation-suitability,"Tissue Banking (Allografts, Donation, Suitability)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,5,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Cell and Tissue Therapy > Overview > Bone,F,1.1726,high,bone; blood; banking; transfusion; cell; tissue,368
tissue-banking-allografts-donation-suitability,"Tissue Banking (Allografts, Donation, Suitability)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,6,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Cell and Tissue Therapy > Overview > Skin,F,1.1635,high,skin; blood; banking; transfusion; cell; tissue,366
adoptive-immunotherapy-car-t-tils,"Adoptive Immunotherapy (CAR-T, TILs)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,1,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Cell and Tissue Therapy > Adoptive Immunotherapy,,1.4338,high,adoptive; immunotherapy; blood; banking; transfusion; cell; tissue,343
adoptive-immunotherapy-car-t-tils,"Adoptive Immunotherapy (CAR-T, TILs)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,2,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Apheresis,,1.2952,high,apheresi; blood; banking; transfusion,529
adoptive-immunotherapy-car-t-tils,"Adoptive Immunotherapy (CAR-T, TILs)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,3,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Cell and Tissue Therapy > Immunotherapy Targets for Cancer > Types of Adoptive Immunotherapy > Antigen-Specific T-cell Therapies,F,1.1662,high,antigen; cell; therapie; blood; banking; transfusion; tissue; immunotherapy; target; cancer; type; adoptive,348
adoptive-immunotherapy-car-t-tils,"Adoptive Immunotherapy (CAR-T, TILs)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,4,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Cell and Tissue Therapy > Immunotherapy Targets for Cancer > Types of Adoptive Immunotherapy,F,1.1542,high,type; adoptive; immunotherapy; blood; banking; transfusion; cell; tissue; target; cancer,346
adoptive-immunotherapy-car-t-tils,"Adoptive Immunotherapy (CAR-T, TILs)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,5,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Cell and Tissue Therapy > Immunotherapy Targets for Cancer,AR,1.1114,high,immunotherapy; target; cancer; blood; banking; transfusion; cell; tissue,344
adoptive-immunotherapy-car-t-tils,"Adoptive Immunotherapy (CAR-T, TILs)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,6,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Apheresis > General Principles,AR,1.0851,high,principle; blood; banking; transfusion; apheresi,548
gene-therapy-in-transfusion-medicine,Gene Therapy in Transfusion Medicine,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,1,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Cell and Tissue Therapy > Gene Therapy in Transfusion Medicine,,1.959,high,gene; transfusion; medicine; blood; banking; cell,352
gene-therapy-in-transfusion-medicine,Gene Therapy in Transfusion Medicine,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,2,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Hazards of Transfusion: Specific Adverse Events > Management,AR,1.9396,high,blood; banking; transfusion; medicine; adverse; event,703
gene-therapy-in-transfusion-medicine,Gene Therapy in Transfusion Medicine,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,3,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Cell and Tissue Therapy > Targeted Genes > Adeno-Associated Virus,F,1.895,high,adeno; associated; viru; blood; banking; transfusion; medicine; cell; gene,356
gene-therapy-in-transfusion-medicine,Gene Therapy in Transfusion Medicine,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,4,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Clinical Practice > Immune Thrombocytopenia > Treatment,C,1.8901,high,blood; banking; transfusion; medicine; practice; immune,206
gene-therapy-in-transfusion-medicine,Gene Therapy in Transfusion Medicine,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,5,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Cell and Tissue Therapy > Targeted Genes > Viral Vectors,F,1.8673,high,viral; vector; blood; banking; transfusion; medicine; cell; gene,355
gene-therapy-in-transfusion-medicine,Gene Therapy in Transfusion Medicine,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,6,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Hazards of Transfusion: Specific Adverse Events > Incidence > Complications,C,1.8383,high,complication; blood; banking; transfusion; medicine; adverse; event,631
tissue-engineering-and-regenerative-medicine,Tissue Engineering and Regenerative Medicine,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,1,AP,Bone and Soft Tissue,"Soft Tissue, Bones, and Joints > Soft Tissue",C,1.2249,high,soft; tissue; bone,3776
tissue-engineering-and-regenerative-medicine,Tissue Engineering and Regenerative Medicine,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,2,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Cell and Tissue Therapy > Tissue Engineering and Regenerative Medicine,F,1.1262,high,tissue; engineering; regenerative; medicine; cell,364
tissue-engineering-and-regenerative-medicine,Tissue Engineering and Regenerative Medicine,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,3,AP,Cardiovascular,"Cardiovascular > Normal Development, Structure, and Function > Other Dysmotility Disorders > Mesenchymal",AR,1.0526,high,mesenchymal; cardiovascular; structure; function,16513
tissue-engineering-and-regenerative-medicine,Tissue Engineering and Regenerative Medicine,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,4,AP,Cardiovascular,"Cardiovascular > Normal Development, Structure, and Function > The Skin",AR,0.9355,high,skin; cardiovascular; structure; function,16151
tissue-engineering-and-regenerative-medicine,Tissue Engineering and Regenerative Medicine,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,5,AP,Cardiovascular,"Cardiovascular > Normal Development, Structure, and Function > The Skin > Normal Development, Structure, and Function",AR,0.9355,high,structure; function; cardiovascular; skin,16152
tissue-engineering-and-regenerative-medicine,Tissue Engineering and Regenerative Medicine,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,6,AP,Bone and Soft Tissue,"Soft Tissue, Bones, and Joints > Bones",C,0.9149,high,bone; soft; tissue,3907
rbcs-and-rbc-components,RBCs and RBC Components,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,1,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > RBCs and RBC Components,,1.179,high,rbc; component; blood; banking; transfusion,375
rbcs-and-rbc-components,RBCs and RBC Components,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,2,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > RBCs and RBC Components > Red Cell Immunology > Compatibility Testing > Patient Testing > Rh Typing,C,1.1549,high,rh; typing; blood; banking; transfusion; rbc; component; red; cell; compatibility,422
rbcs-and-rbc-components,RBCs and RBC Components,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,3,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Hazards of Transfusion: Specific Adverse Events > Febrile Non-Hemolytic > Allergic,,0.9789,high,allergic; blood; banking; transfusion; febrile; non; hemolytic,645
rbcs-and-rbc-components,RBCs and RBC Components,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,4,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Surgery Patients > Special Needs > Leukocyte Reduction,AR,0.9514,high,leukocyte; reduction; blood; banking; transfusion; need,1104
rbcs-and-rbc-components,RBCs and RBC Components,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,5,CP,Blood Banking/Transfusion Medicine,"Blood Banking/Transfusion Medicine > Cell and Tissue Therapy > Major Histocompatibility Complex > Identification of HLA Antigens, Antibodies, and Alleles > Crossmatching",F,0.8828,high,crossmatching; blood; banking; transfusion; cell; identification; hla; human; leukocyte; antigen; antibodie,304
rbcs-and-rbc-components,RBCs and RBC Components,src/content/tutorials/tutorials.normalized.json,Surgical Pathology,6,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Anemia and Red Blood Cell Transfusion > The Bleeding Patient > The Patient with Chronic Anemia,C,0.8807,high,chronic; anemia; blood; banking; transfusion; red; cell; bleeding,523
red-cell-production-kinetics-and-oxygen-delivery,"Red Cell Production, Kinetics, and Oxygen Delivery",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,1,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > RBCs and RBC Components > Erythropoietin,C,0.9984,high,erythropoietin; blood; banking; transfusion; component,377
red-cell-production-kinetics-and-oxygen-delivery,"Red Cell Production, Kinetics, and Oxygen Delivery",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,2,AP,Endocrine,The Endocrine System > The Skin and Nails > Other Lymphoid Cells > Bone Marrow,C,0.9899,high,bone; marrow; nail; cell,11890
red-cell-production-kinetics-and-oxygen-delivery,"Red Cell Production, Kinetics, and Oxygen Delivery",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,3,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Cell and Tissue Therapy > Cartliage > Cardiac,F,0.9759,high,cardiac; blood; banking; transfusion; cell; tissue,371
red-cell-production-kinetics-and-oxygen-delivery,"Red Cell Production, Kinetics, and Oxygen Delivery",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,4,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Cell and Tissue Therapy > Overview > Bone,F,0.9476,high,bone; blood; banking; transfusion; cell; tissue,368
red-cell-production-kinetics-and-oxygen-delivery,"Red Cell Production, Kinetics, and Oxygen Delivery",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,5,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Anemia and Red Blood Cell Transfusion,,0.8942,high,anemia; red; blood; cell; transfusion; banking,508
red-cell-production-kinetics-and-oxygen-delivery,"Red Cell Production, Kinetics, and Oxygen Delivery",src/content/tutorials/tutorials.normalized.json,Surgical Pathology,6,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > RBCs and RBC Components > Red Cell Production and Kinetics,,0.8869,high,red; cell; production; kinetic; blood; banking; transfusion; component,376
red-cell-metabolism-and-preservation-storage-lesion,Red Cell Metabolism and Preservation (Storage Lesion),src/content/tutorials/tutorials.normalized.json,Clinical Pathology,1,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > RBCs and RBC Components > Red Cell Metabolism and Preservation,,1.4623,high,red; cell; metabolism; preservation; blood; banking; transfusion; medicine; rbc,388
red-cell-metabolism-and-preservation-storage-lesion,Red Cell Metabolism and Preservation (Storage Lesion),src/content/tutorials/tutorials.normalized.json,Clinical Pathology,2,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > RBCs and RBC Components > Metabolism > Glucose,C,1.4208,high,glucose; blood; banking; transfusion; medicine; rbc; metabolism,390
red-cell-metabolism-and-preservation-storage-lesion,Red Cell Metabolism and Preservation (Storage Lesion),src/content/tutorials/tutorials.normalized.json,Clinical Pathology,3,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > RBCs and RBC Components > Metabolism,,1.3247,high,metabolism; blood; banking; transfusion; medicine; rbc,389
red-cell-metabolism-and-preservation-storage-lesion,Red Cell Metabolism and Preservation (Storage Lesion),src/content/tutorials/tutorials.normalized.json,Clinical Pathology,4,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > RBCs and RBC Components > Metabolism > Red Cell Preservation in Transfusion Medicine > Additive Solutions,C,1.2425,high,additive; solution; blood; banking; transfusion; medicine; rbc; metabolism; red; cell; preservation,399
red-cell-metabolism-and-preservation-storage-lesion,Red Cell Metabolism and Preservation (Storage Lesion),src/content/tutorials/tutorials.normalized.json,Clinical Pathology,5,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > RBCs and RBC Components > Metabolism > Red Cell Preservation in Transfusion Medicine,,1.2123,high,red; cell; preservation; transfusion; medicine; blood; banking; rbc; metabolism,395
red-cell-metabolism-and-preservation-storage-lesion,Red Cell Metabolism and Preservation (Storage Lesion),src/content/tutorials/tutorials.normalized.json,Clinical Pathology,6,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Cell and Tissue Therapy,,1.185,high,cell; tissue; blood; banking; transfusion; medicine,295
red-cell-immunology-and-compatibility-testing,Red Cell Immunology and Compatibility Testing,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,1,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > RBCs and RBC Components > Red Cell Immunology > Compatibility Testing > Pre-Transfusion Testing,C,1.5769,high,pre; transfusion; testing; blood; banking; rbc; red; cell; immunology; compatibility,429
red-cell-immunology-and-compatibility-testing,Red Cell Immunology and Compatibility Testing,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,2,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > RBCs and RBC Components > Red Cell Immunology > Compatibility Testing,,1.4964,high,compatibility; testing; blood; banking; transfusion; rbc; red; cell; immunology,417
red-cell-immunology-and-compatibility-testing,Red Cell Immunology and Compatibility Testing,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,3,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > RBCs and RBC Components > Red Cell Immunology and Compatibility Testing,,1.4364,high,red; cell; immunology; compatibility; testing; blood; banking; transfusion; rbc,405
red-cell-immunology-and-compatibility-testing,Red Cell Immunology and Compatibility Testing,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,4,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > RBCs and RBC Components > Red Cell Immunology,,1.3375,high,red; cell; immunology; blood; banking; transfusion; rbc,406
red-cell-immunology-and-compatibility-testing,Red Cell Immunology and Compatibility Testing,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,5,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > RBCs and RBC Components > Red Cell Immunology > Compatibility Testing > Principles of Antibody Identification,C,1.2911,high,principle; antibody; identification; blood; banking; transfusion; rbc; red; cell; immunology; compatibility; testing,428
red-cell-immunology-and-compatibility-testing,Red Cell Immunology and Compatibility Testing,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,6,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > RBCs and RBC Components > Red Cell Immunology > Compatibility Testing > Patient Testing > Rh Typing,C,1.2831,high,rh; typing; blood; banking; transfusion; rbc; red; cell; immunology; compatibility; testing,422
carbohydrate-blood-groups-abo-lewis-ii-p,"Carbohydrate Blood Groups (ABO, Lewis, Ii, P)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,1,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Clinical Practice > Causes,C,1.615,high,cause; blood; banking; transfusion; medicine; practice,192
carbohydrate-blood-groups-abo-lewis-ii-p,"Carbohydrate Blood Groups (ABO, Lewis, Ii, P)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,2,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Clinical Practice > Autoimmune Hemolytic Anemia > Paroxysmal Cold Hemoglobinuria > Autoantibodies,AR,1.4946,high,autoantibodie; blood; banking; transfusion; medicine; practice; hemolytic; paroxysmal; cold; hemoglobinuria,175
carbohydrate-blood-groups-abo-lewis-ii-p,"Carbohydrate Blood Groups (ABO, Lewis, Ii, P)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,3,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Clinical Practice > Autoimmune Hemolytic Anemia > Paroxysmal Cold Hemoglobinuria,AR,1.4119,high,paroxysmal; cold; hemoglobinuria; blood; banking; transfusion; medicine; practice; hemolytic,173
carbohydrate-blood-groups-abo-lewis-ii-p,"Carbohydrate Blood Groups (ABO, Lewis, Ii, P)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,4,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Clinical Practice > Causes > Management,,1.365,high,blood; banking; transfusion; medicine; practice; cause,194
carbohydrate-blood-groups-abo-lewis-ii-p,"Carbohydrate Blood Groups (ABO, Lewis, Ii, P)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,5,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Clinical Practice > Causes > Management > Transfusion Therapy,F,1.365,high,transfusion; blood; banking; medicine; practice; cause,196
carbohydrate-blood-groups-abo-lewis-ii-p,"Carbohydrate Blood Groups (ABO, Lewis, Ii, P)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,6,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Clinical Practice > Autoimmune Hemolytic Anemia > Autoantibodies,AR,1.3383,high,autoantibodie; blood; banking; transfusion; medicine; practice; hemolytic,165
rh-and-lw-blood-group-systems,Rh and LW Blood Group Systems,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,1,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Clinical Practice > Causes > Management,,1.615,high,blood; banking; transfusion; medicine; practice; cause,194
rh-and-lw-blood-group-systems,Rh and LW Blood Group Systems,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,2,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > RBCs and RBC Components > Rh and LW Blood Group Systems,,1.5049,high,rh; lw; blood; group; system; banking; transfusion; medicine,453
rh-and-lw-blood-group-systems,Rh and LW Blood Group Systems,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,3,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Anemia and Red Blood Cell Transfusion > Transfusion Guidelines,C,1.4496,high,transfusion; guideline; blood; banking; medicine; red; cell,519
rh-and-lw-blood-group-systems,Rh and LW Blood Group Systems,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,4,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > RBCs and RBC Components > Immune Response to Rh > LW Blood Group System,F,1.3748,high,lw; blood; group; system; banking; transfusion; medicine; rh,470
rh-and-lw-blood-group-systems,Rh and LW Blood Group Systems,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,5,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Clinical Practice > Causes > Management > Transfusion Therapy,F,1.365,high,transfusion; blood; banking; medicine; practice; cause,196
rh-and-lw-blood-group-systems,Rh and LW Blood Group Systems,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,6,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Clinical Practice > Causes,C,1.305,high,cause; blood; banking; transfusion; medicine; practice,192
protein-blood-group-systems-kell-duffy-kidd-mns-diego-etc,"Protein Blood Group Systems (Kell, Duffy, Kidd, MNS, Diego, etc.)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,1,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Clinical Practice > Causes > Management,,1.615,high,blood; banking; transfusion; medicine; practice; cause,194
protein-blood-group-systems-kell-duffy-kidd-mns-diego-etc,"Protein Blood Group Systems (Kell, Duffy, Kidd, MNS, Diego, etc.)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,2,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Clinical Practice > Causes > Management > Transfusion Therapy,F,1.365,high,transfusion; blood; banking; medicine; practice; cause,196
protein-blood-group-systems-kell-duffy-kidd-mns-diego-etc,"Protein Blood Group Systems (Kell, Duffy, Kidd, MNS, Diego, etc.)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,3,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > RBCs and RBC Components > Kell and Kx Blood > Duffy > Duffy-Transfusion Medicine Aspects > Hemolytic Disease of the Fetus and Newborn,AR,1.328,high,hemolytic; fetu; newborn; blood; banking; transfusion; medicine; kell; duffy,486
protein-blood-group-systems-kell-duffy-kidd-mns-diego-etc,"Protein Blood Group Systems (Kell, Duffy, Kidd, MNS, Diego, etc.)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,4,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > RBCs and RBC Components > Kell and Kx Blood > Kidd > Kidd-Transfusion Medicine Aspects > Hemolytic Disease of the Fetus and Newborn,AR,1.328,high,hemolytic; fetu; newborn; blood; banking; transfusion; medicine; kell; kidd,491
protein-blood-group-systems-kell-duffy-kidd-mns-diego-etc,"Protein Blood Group Systems (Kell, Duffy, Kidd, MNS, Diego, etc.)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,5,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Anemia and Red Blood Cell Transfusion,,1.305,high,anemia; red; blood; cell; transfusion; banking; medicine,508
protein-blood-group-systems-kell-duffy-kidd-mns-diego-etc,"Protein Blood Group Systems (Kell, Duffy, Kidd, MNS, Diego, etc.)",src/content/tutorials/tutorials.normalized.json,Clinical Pathology,6,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Clinical Practice > Causes,C,1.305,high,cause; blood; banking; transfusion; medicine; practice,192
apheresis,Apheresis,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,1,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Apheresis > General Principles > Neurologic Disorders > Chronic Inflammatory Demyelinating Polyneuropathy,AR,1.615,high,chronic; inflammatory; demyelinating; polyneuropathy; blood; banking; transfusion; medicine; apheresi; principle; neurologic,560
apheresis,Apheresis,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,2,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Apheresis > General Principles > Neurologic Disorders > Guillain-Barré Syndrome,AR,1.615,high,guillain; barre; syndrome; blood; banking; transfusion; medicine; apheresi; principle; neurologic,559
apheresis,Apheresis,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,3,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Apheresis > General Principles > Neurologic Disorders > Myasthenia Gravis,AR,1.615,high,myasthenia; gravi; blood; banking; transfusion; medicine; apheresi; principle; neurologic,562
apheresis,Apheresis,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,4,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Apheresis > Therapeutic Plasma Exchange,,1.555,high,therapeutic; plasma; exchange; blood; banking; transfusion; medicine; apheresi,547
apheresis,Apheresis,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,5,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Apheresis > General Principles > Neurologic Disorders,,1.555,high,neurologic; blood; banking; transfusion; medicine; apheresi; principle,558
apheresis,Apheresis,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,6,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Apheresis,,1.495,high,apheresi; blood; banking; transfusion; medicine,529
principles-and-technology-of-hemapheresis,Principles and Technology of Hemapheresis,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,1,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Apheresis > Apheresis: Principles and Technology of Hemapheresis,,1.605,high,apheresi; principle; technology; hemapheresi; blood; banking; transfusion; medicine,530
principles-and-technology-of-hemapheresis,Principles and Technology of Hemapheresis,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,2,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Apheresis > Therapeutic Plasma Exchange,,1.53,high,therapeutic; plasma; exchange; blood; banking; transfusion; medicine; apheresi,547
principles-and-technology-of-hemapheresis,Principles and Technology of Hemapheresis,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,3,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Apheresis,,1.47,high,apheresi; blood; banking; transfusion; medicine,529
principles-and-technology-of-hemapheresis,Principles and Technology of Hemapheresis,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,4,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Apheresis > General Information and Principles > Therapeutic Apheresis,AR,1.3806,high,therapeutic; apheresi; blood; banking; transfusion; medicine; principle,537
principles-and-technology-of-hemapheresis,Principles and Technology of Hemapheresis,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,5,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Apheresis > General Principles > Replacement Fluids (Clinical Aspects),AR,1.245,high,replacement; fluid; aspect; blood; banking; transfusion; medicine; apheresi; principle,555
principles-and-technology-of-hemapheresis,Principles and Technology of Hemapheresis,src/content/tutorials/tutorials.normalized.json,Clinical Pathology,6,CP,Blood Banking/Transfusion Medicine,Blood Banking/Transfusion Medicine > Apheresis > General Principles,AR,1.245,high,principle; blood; banking; transfusion; medicine; apheresi,548
